0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-15,17,17,-7,37,8,0,-9,-9,14,-17,-1,31,-9,17,9,9,-2,1,7,-10,14,0,4,-1,-1,0,-1,0,0,0,-12,-19,49,-12,-41,7,-7,-13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-12,0,-14,17,-12,-5,-2,2,0,-2,2,11,-5,5,-25,-3,-22,-2,-11,17,9,-16,-2,-2,1,10,6,-3,5,2,3,-8,-4,-41,38,24,46,-31,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-6,0,0,-11,13,5,14,-21,6,-6,-4,-8,-9,-6,1,-3,-25,3,-15,20,25,3,9,-2,-19,1,-3,-7,-4,3,-7,8,15,-5,7,-23,1,15,-28,17,-81,60,2,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,-11,-3,5,-5,-1,-4,3,1,3,2,-2,-4,-2,-13,-3,-9,0,24,6,-24,0,5,4,-5,3,-13,-4,25,7,-11,5,5,-3,19,16,0,15,-3,57,-19,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,-4,4,-1,-1,3,1,3,4,-2,2,2,1,-2,-1,-3,-22,0,-8,-4,9,24,-6,4,-2,0,21,5,-14,-14,1,5,1,4,-4,-3,-8,-16,1,-4,-12,11,17,-47,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-1,4,-1,-3,-2,0,3,-2,0,1,2,4,3,-3,2,-7,1,5,42,-13,0,-7,-1,-1,-1,11,-10,-6,9,-17,-3,-2,1,-4,9,-5,3,-4,-1,12,11,-23,12,7,14,-3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,7,0,0,-7,1,10,8,7,-9,-8,9,-1,7,-2,-2,0,1,-10,16,12,-9,0,0,-6,7,-5,-10,-1,1,-5,-8,6,-10,4,-13,-9,-5,-6,5,-4,-32,13,44,5,0,21,4,-32,16,-6,-3,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-1,4,0,29,-11,3,-3,7,-9,-3,0,-2,2,-4,-1,-6,9,-10,0,3,-3,-19,-3,0,-2,-4,2,-2,-12,1,-17,22,12,-17,0,-13,-9,17,-5,23,-51,12,-9,-5,-11,25,-3,-28,-5,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,8,-28,64,-19,17,-2,-3,0,-1,2,1,0,-5,-1,-7,-5,-2,-11,-9,2,-1,3,5,-1,-7,-5,-40,-6,-20,2,-18,-11,9,9,-4,8,-17,-12,-1,-3,36,-25,14,44,6,24,-4,10,-3,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,8,8,-26,-10,-3,11,-2,12,3,-7,-9,3,4,-7,1,-7,3,20,10,38,-11,0,-8,3,-2,1,10,33,-7,26,16,35,14,-32,-13,1,-9,-14,-6,86,-6,33,-5,-20,-8,-11,-19,0,-7,-2,-2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,18,-5,-9,-2,-6,7,1,2,-17,-4,5,8,4,-6,-11,7,-24,28,-9,-50,-8,-3,36,4,13,8,-11,3,-22,-36,-34,-29,33,17,17,-17,-49,29,70,-27,-47,-69,9,6,-31,19,28,28,-2,4,7,-5,-11,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-3,-3,15,-3,6,4,-6,-3,-7,2,9,6,-15,10,7,-2,5,-16,-1,13,-26,-16,83,4,-14,5,20,3,-33,1,8,-37,22,-9,-47,-54,-16,-10,13,-36,-38,16,27,32,19,4,63,3,-88,3,-12,2,14,4,8,-2,0,-1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,6,10,-4,-1,-5,5,3,3,6,-6,-4,18,-4,-37,15,-1,2,6,-10,7,11,-44,5,-11,-20,28,-26,9,22,-27,81,-12,-35,73,75,44,-13,-32,-13,22,71,15,-25,14,40,-66,-12,-20,6,-5,-8,3,-23,5,-8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,4,-10,0,6,1,-8,0,4,1,0,9,2,1,8,-4,-5,0,-1,1,16,14,40,-19,-5,11,7,-22,35,-33,26,41,-11,-10,-7,22,-20,-32,-1,5,-19,15,-27,-39,23,-32,14,-13,-9,-21,1,-16,21,-22,-13,3,-2,1,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,-6,6,8,0,-13,-1,-7,1,2,-3,-7,-5,-15,5,19,5,32,-31,1,22,-35,21,-25,47,-64,1,11,-7,27,-8,-18,19,-17,-38,-4,-6,-10,-1,5,-10,-9,5,-22,18,5,-1,65,23,53,-19,8,14,-20,33,-14,-4,2,17,-58,-1,13,-2,1,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,-1,2,8,2,0,-3,6,0,-1,2,0,4,-3,-6,0,-26,-4,-2,23,-18,-13,-20,12,4,1,8,16,-14,-25,54,26,1,33,-1,6,4,7,5,0,-7,9,-14,3,-40,9,-13,0,33,-3,28,-7,3,-18,-20,-28,3,-9,2,12,6,4,-5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-2,7,1,2,0,6,0,1,-3,-3,2,2,-5,-6,10,16,-5,-5,20,7,-35,5,-4,-12,8,5,4,2,-7,18,8,-4,-6,2,-20,-6,1,-4,1,2,6,10,-9,-9,8,30,-6,3,10,-14,15,-13,12,69,-50,-3,24,-14,18,-5,-18,-56,-6,3,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-2,-3,3,1,2,3,5,-1,-7,2,-3,1,9,3,10,-6,2,1,20,-10,-16,9,-41,14,1,0,12,-7,19,2,-4,2,15,-1,9,-10,-4,-3,-2,-5,1,-11,-3,2,-10,-2,18,4,-10,28,3,45,-47,-33,16,-5,-5,-2,4,-4,-7,94,2,-4,-5
-5,0,0,0,0,0,0,0,0,0,3,0,0,-6,1,3,-7,2,2,7,-1,2,1,6,1,-1,-1,-5,0,-1,14,-6,28,-25,15,-8,21,7,-21,59,0,-9,12,0,13,1,-19,3,7,-4,4,-19,-3,3,1,1,-3,6,-10,2,-13,-1,-9,12,-28,-2,-4,3,27,-1,0,20,1,-4,19,6,-32,5,-17,2
-54,0,0,0,0,0,0,0,0,0,3,0,0,-5,-2,-2,-1,-5,4,0,-3,2,3,3,3,-1,0,7,-1,-1,-17,9,-41,23,15,-23,-20,20,-1,0,26,-9,14,17,-9,-6,2,23,4,-14,25,2,-4,-6,3,7,-20,-4,-5,-2,14,-14,1,-28,7,2,-8,-19,39,-27,9,-12,-1,18,13,1,14,-15,-53,-8
-342,0,0,0,0,0,0,0,0,0,4,0,1,-1,-4,-4,-1,0,-4,-1,-2,2,3,4,6,-8,-2,-3,0,-1,-7,-5,8,5,-70,38,0,34,0,-40,23,40,-16,-34,-35,9,12,9,11,2,12,-29,-1,-6,-4,-4,-5,3,7,3,-5,0,3,-9,3,-10,33,-32,13,0,-1,-6,12,-24,16,7,-20,5,88,-72
-138,0,0,0,0,0,0,0,0,0,0,-3,-6,-4,0,-3,-1,3,5,2,-3,5,0,-7,8,-8,-9,3,5,22,-6,0,-5,-45,6,-3,19,3,10,5,-24,6,-23,6,-22,-31,-9,-21,1,10,-24,4,7,3,-7,-12,37,-6,10,9,5,-6,-2,22,-19,0,-2,54,12,-3,-12,0,11,5,-20,-27,-33,-6,-26,123
-205,0,0,0,0,0,0,0,0,3,-5,-2,0,3,0,-2,0,0,0,-1,1,3,3,-4,10,-6,7,4,-8,-1,-18,18,-41,38,79,-27,70,-34,-9,4,-61,-77,-104,6,-53,-27,22,31,-21,-46,-66,0,-26,-28,52,-5,-16,4,-9,-8,-15,-7,15,6,-15,30,-21,11,-36,-7,-6,-13,-11,-14,7,4,9,-3,1,-47
-166,0,0,0,0,0,0,0,-2,-3,4,3,-3,-3,3,3,3,0,0,0,-3,-1,1,6,-2,-1,0,4,3,10,66,3,37,-3,-57,-15,2,-13,23,29,61,42,76,8,70,15,-25,-41,23,99,72,43,28,15,-17,1,-2,0,-1,7,17,6,-17,28,28,-10,24,-1,-13,13,15,-39,21,-18,6,-3,-9,0,-31,4
-27,0,0,0,0,0,0,7,5,0,9,3,3,3,3,3,4,0,0,1,-5,0,3,-1,-2,14,-5,-14,-5,-5,-22,-21,-55,-43,50,63,-63,20,-25,-1,-14,14,26,-3,-14,7,52,-5,2,-47,-44,-35,-16,-8,1,8,10,6,-1,-3,-9,-13,1,28,-16,1,13,-7,-19,18,-19,8,-24,5,8,-1,-7,5,239,-68
-6,-3,-1,0,0,0,0,-3,2,-4,5,-3,2,3,1,0,-3,-1,0,3,-4,-8,3,-1,8,-36,32,2,-19,2,-14,5,59,35,48,-21,56,54,32,-21,5,-20,15,36,18,9,6,25,13,-15,20,-34,47,59,-29,-4,-22,-3,7,-11,7,-12,-26,-12,-18,26,-31,-9,-11,56,-7,-1,2,0,-24,-7,46,11,76,-42
-12,0,-3,0,0,0,0,1,-1,0,1,-4,0,0,0,1,0,0,0,0,3,-1,3,3,0,-9,-1,6,23,-1,-19,13,-5,-24,15,21,-34,-23,12,11,-36,-7,5,-16,-1,-17,12,29,-6,-2,-2,-8,-29,-10,-54,9,33,6,-4,1,-8,2,24,-18,20,-24,9,10,17,-10,4,-56,-5,-16,-1,-1,11,2,-20,-17
3,-1,-3,0,0,0,0,0,-4,-1,-6,-4,0,3,-3,0,1,0,0,0,-1,-2,3,-2,-2,2,-6,-10,-2,16,5,-9,-19,12,-4,-10,1,20,0,3,17,-15,23,1,7,10,-14,-20,6,-25,22,7,3,-6,-17,-8,-23,4,-4,0,-2,-11,9,-5,7,-4,-27,-4,15,-48,6,-21,6,5,2,2,4,9,-5,3
7,1,-3,0,0,0,0,2,-1,2,1,-3,0,-3,0,-3,-7,0,0,0,-1,-3,2,-5,3,1,1,-16,4,-12,-17,-17,11,-8,9,-11,-19,2,5,5,-11,1,-13,3,-8,-1,11,26,1,2,9,12,-4,-4,-3,0,1,-6,0,11,-2,9,-1,-8,-9,-15,47,-4,-30,22,-2,25,-10,4,-8,-10,-11,-1,5,6
-44,0,1,4,0,1,4,0,4,1,2,-6,-1,0,0,-3,0,-4,2,3,-1,4,-2,1,6,4,2,-7,5,-9,36,-1,-15,-12,16,12,9,-9,29,-10,13,-18,17,-1,-7,-7,6,23,4,1,10,5,0,2,34,-21,-1,1,0,0,11,-9,1,12,-28,19,-27,43,-5,-24,10,-11,1,11,3,1,-17,2,-2,-2
-27,0,0,3,0,-1,-1,0,0,0,3,4,-3,0,-3,3,-1,-3,-3,-4,0,-2,3,1,7,-5,16,4,-5,0,-19,15,-43,18,-15,12,-16,17,13,17,-27,-17,-13,24,-13,13,1,20,9,-7,-17,-9,-3,-10,12,11,-4,1,-5,-3,-16,6,15,8,32,-10,60,-1,-14,15,-21,-31,11,-14,-13,0,22,7,0,1
-56,0,0,3,-2,3,1,0,0,0,3,3,-3,0,-3,3,0,3,4,0,2,-3,3,1,0,-13,-13,-2,1,17,4,1,25,-11,20,-14,4,-15,-22,-8,12,3,-2,-4,3,25,7,1,-4,29,31,23,-3,21,18,-19,11,-4,-12,3,0,3,-6,-3,-25,19,-54,7,-12,-43,15,-35,19,-4,10,-15,18,-5,-1,1
-81,0,0,1,1,-4,0,0,0,-1,3,4,5,1,1,-5,0,0,2,-5,2,-3,3,-5,4,5,12,-4,-13,-15,-6,-16,-19,3,-3,23,-5,-29,20,39,-12,8,1,-8,-17,-28,23,5,-13,5,-39,-26,3,-8,11,16,-28,18,-3,-8,3,-11,-14,1,57,-11,125,-33,34,0,-14,46,-26,2,-7,24,-45,-5,3,4
-71,0,0,-8,5,4,-6,-5,9,2,6,1,3,7,-4,-10,9,6,-3,1,-3,-1,0,0,18,12,-11,-22,-7,-20,12,-27,-58,5,12,-18,-29,20,-82,-11,3,10,83,29,50,-21,-44,-69,26,-33,-17,14,-33,56,2,-15,25,-30,45,0,-30,17,5,34,-81,-14,-38,2,-41,8,7,-48,18,-14,19,-15,-1,11,-29,10
-63,0,0,-6,2,1,2,2,3,-3,7,1,3,-1,-1,-1,-1,1,0,-1,0,0,3,2,1,2,-27,-13,-18,62,-13,-11,67,57,-32,-33,102,49,-18,-50,-23,2,-46,2,12,-14,27,3,-6,3,-37,25,42,-44,-22,-20,1,18,-55,-26,41,50,-139,13,-17,30,-26,43,5,-43,-8,13,-13,-2,-18,8,5,-20,19,-8
-56,0,0,0,1,3,-4,3,4,-2,1,3,3,4,0,-1,-2,2,1,3,1,0,3,-1,6,-14,28,1,31,-37,-37,23,32,29,74,97,-6,-71,-10,10,-37,-41,8,-13,21,23,26,28,21,-38,-9,-30,0,49,60,11,9,-17,23,4,-61,-56,67,10,28,-12,19,-74,3,46,25,6,-6,-8,-1,3,-34,7,-5,-3
-53,0,0,0,0,0,-4,0,3,1,6,0,0,0,5,0,-1,1,-7,-5,3,0,3,2,-10,19,7,-13,3,-10,-10,8,17,31,-2,-9,2,29,16,4,-31,-11,7,3,-1,12,-15,-33,-24,1,21,17,-19,-36,-12,-1,-12,9,-25,33,34,10,41,-3,25,-18,30,65,-23,-16,-19,-20,18,-5,6,-2,39,-5,-5,-1
-51,0,0,0,-1,-5,-3,5,-3,-3,3,-8,0,2,1,-7,7,0,4,0,2,0,2,-6,4,-18,15,-10,-6,13,-28,16,42,3,-10,-31,17,21,5,7,5,18,12,-26,17,2,-13,7,-24,2,2,-3,-1,23,59,22,-22,0,9,-25,-13,6,-11,8,14,4,51,-20,21,11,-8,21,-9,-10,8,5,11,25,-10,-7
-22,0,0,-1,0,-1,-1,0,3,-1,3,0,0,-2,0,2,0,5,3,3,-5,0,3,-2,-2,-4,-14,1,4,-4,9,10,-12,-4,-9,-6,3,-5,-3,-10,-8,-6,3,7,-4,-13,-2,21,10,-12,-20,4,-10,9,-15,-26,6,9,-5,19,-19,-8,-1,9,-22,-6,1,1,4,-2,11,16,-5,-10,7,-1,2,2,9,3
-3,0,0,0,0,3,-3,0,1,-2,0,0,0,0,1,-5,1,-4,3,4,3,0,3,-4,14,-13,5,3,-9,4,-2,-10,-4,-1,6,11,-20,17,7,21,-36,10,9,1,-2,-15,-15,22,9,-8,1,4,5,8,13,-2,-22,-4,10,-47,20,3,15,3,30,1,47,2,15,-8,4,6,3,9,6,-3,-10,-2,11,2
-5,0,0,0,0,0,2,0,0,1,-2,2,0,-4,3,3,-9,2,3,3,-2,0,3,0,0,-2,-10,1,0,2,12,2,-11,10,3,-24,5,2,14,-1,30,-8,23,2,-18,7,-8,2,-1,-10,-7,-10,-26,-9,4,17,31,6,-8,-10,-8,-9,9,-29,-1,25,-33,-9,2,-9,-4,7,7,-1,7,-7,8,5,7,-5
-1,0,0,0,0,0,0,0,0,3,7,2,-2,-12,10,0,9,7,-8,-3,-6,0,0,-4,-1,3,-1,17,1,-8,-26,1,6,-18,-4,-1,-4,17,14,6,5,13,4,-1,-8,-3,-4,10,9,-7,-37,1,-33,12,12,22,-8,6,-13,11,-4,48,-1,11,-36,4,-1,13,-8,3,0,-12,0,9,0,4,46,6,7,4
0,0,0,0,0,0,0,-3,0,0,7,1,5,-3,0,0,0,-1,-4,-3,2,0,2,1,3,5,2,0,8,0,28,-1,34,0,5,-32,-24,-5,-23,24,19,36,49,7,-11,3,-18,-39,7,27,10,20,51,19,11,-8,20,-1,-23,15,25,-17,27,6,4,20,1,3,-8,-4,9,-6,5,15,-9,-2,-4,-5,2,1
0,0,0,0,0,0,0,0,0,0,5,-3,2,2,0,6,1,-2,-3,-3,6,0,1,-2,3,2,-2,1,-12,17,-16,3,4,-6,-14,29,5,-12,16,-18,-65,-78,-51,-12,18,28,37,20,0,1,7,-15,-33,-18,-47,-10,-30,-1,18,21,-16,-1,13,-7,-8,9,-27,-1,26,3,-12,5,2,-22,-5,3,4,0,0,1
0,0,0,0,0,0,0,0,0,-4,0,-1,-3,2,3,3,2,3,0,5,0,2,3,-2,-4,-7,-2,-4,11,-11,22,-14,-5,-5,27,-6,-16,10,21,-6,52,11,33,22,-22,-5,13,-7,19,0,38,10,71,41,20,6,37,-45,55,19,-33,-2,-54,-65,43,-43,-32,-4,-18,27,-8,6,-15,5,20,-3,2,5,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,2,-3,-2,0,0,0,-1,-7,-7,-9,20,-20,-39,-33,4,32,1,-57,-16,28,-26,-21,-10,44,19,41,8,-12,-42,-39,-9,-46,-70,-14,11,-49,-78,-28,20,39,-57,-80,-5,11,17,77,16,6,-13,49,0,-8,-3,-16,27,-2,7,-6,0,11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,1,0,6,4,-3,-3,3,0,2,2,-1,-5,2,21,21,17,5,-31,-8,13,-9,-2,-10,-11,1,7,12,-39,-28,1,32,24,35,38,14,14,-6,17,46,-25,-5,-18,15,-7,-2,16,29,18,-5,19,21,-44,11,-13,13,14,-24,1,-15,-3,-3,-6,0,0,0
